"time_period","time_identifier","geographic_level","country_code","country_name","region_code","region_name","lad_code","lad_name","version","level_methodology","establishment_type","t_schools","t_pupils","t_att8","avg_att8","t_entbasics","pt_entbasics","t_l2basics_95","pt_l2basics_95","t_l2basics_94","pt_l2basics_94","t_ebacc_e_ptq_ee","pt_ebacc_e_ptq_ee","t_ebacc_95","pt_ebacc_95","t_ebacc_94","pt_ebacc_94","t_ebaccaps","avg_ebaccaps","t_inp8calc","t_p8score","avg_p8score","p8score_ci_low","p8score_ci_upp"
"202223","Academic year","Local authority district","E92000001","England","E12000009","South West","E07000044","South Hams","Revised","Pupil residency","State-funded schools (LA)",41,896,44853.75,50.1,860,96,489,54.6,647,72.2,265,29.6,163,18.2,205,22.9,3903.68,4.36,857,-41.369,"-0.05","-0.14","0.05"
"202223","Academic year","Local authority district","E92000001","England","E12000009","South West","E07000045","Teignbridge","Revised","Pupil residency","State-funded schools (LA)",35,1210,55164.25,45.6,1159,95.8,537,44.4,795,65.7,575,47.5,248,20.5,334,27.6,4930.18,4.07,1172,-263.693,"-0.22","-0.31","-0.14"
"202223","Academic year","Local authority district","E92000001","England","E12000009","South West","E07000046","Torridge","Revised","Pupil residency","State-funded schools (LA)",15,633,27202.25,43,603,95.3,270,42.7,395,62.4,251,39.7,70,11.1,124,19.6,2383.06,3.76,605,-115.179,"-0.19","-0.3","-0.08"
"202223","Academic year","Local authority district","E92000001","England","E12000009","South West","E07000047","West Devon","Revised","Pupil residency","State-funded schools (LA)",24,528,24501.75,46.4,506,95.8,243,46,351,66.5,237,44.9,84,15.9,131,24.8,2138.16,4.05,509,-73.723,"-0.14","-0.27","-0.02"
"202223","Academic year","Local authority district","E92000001","England","E12000008","South East","E07000061","Eastbourne","Revised","Pupil residency","State-funded schools (LA)",25,1034,44862.5,43.4,993,96,405,39.2,655,63.3,302,29.2,130,12.6,199,19.2,3827.2,3.7,975,-82.927,"-0.09","-0.17","0"
"202223","Academic year","Local authority district","E92000001","England","E12000008","South East","E07000062","Hastings","Revised","Pupil residency","State-funded schools (LA)",23,948,35084.75,37,897,94.6,301,31.8,487,51.4,157,16.6,78,8.2,105,11.1,2974.87,3.14,915,-772.691,"-0.84","-0.94","-0.75"
"202223","Academic year","Local authority district","E92000001","England","E12000008","South East","E07000063","Lewes","Revised","Pupil residency","State-funded schools (LA)",39,957,44226.25,46.2,918,95.9,449,46.9,660,69,462,48.3,209,21.8,300,31.3,3983.45,4.16,921,84.767,"0.09","0","0.18"
"202223","Academic year","Local authority district","E92000001","England","E12000008","South East","E07000064","Rother","Revised","Pupil residency","State-funded schools (LA)",39,838,37164.25,44.3,805,96.1,359,42.8,518,61.8,294,35.1,167,19.9,216,25.8,3303.28,3.94,806,-156.103,"-0.19","-0.29","-0.1"
"202223","Academic year","Local authority district","E92000001","England","E12000008","South East","E07000065","Wealden","Revised","Pupil residency","State-funded schools (LA)",50,1442,70043,48.6,1400,97.1,702,48.7,1027,71.2,555,38.5,262,18.2,381,26.4,6184.71,4.29,1379,122.765,"0.09","0.01","0.16"
"202223","Academic year","Local authority district","E92000001","England","E12000006","East of England","E07000066","Basildon","Revised","Pupil residency","State-funded schools (LA)",79,2267,98903.5,43.6,2153,95,967,42.7,1405,62,1006,44.4,404,17.8,624,27.5,8770.59,3.87,2172,-683.253,"-0.31","-0.37","-0.26"
"202223","Academic year","Local authority district","E92000001","England","E12000006","East of England","E07000067","Braintree","Revised","Pupil residency","State-funded schools (LA)",64,1731,77733.13,44.9,1658,95.8,710,41,1136,65.6,562,32.5,230,13.3,329,19,6750.72,3.9,1658,-276.527,"-0.17","-0.23","-0.1"
"202223","Academic year","Local authority district","E92000001","England","E12000006","East of England","E07000068","Brentwood","Revised","Pupil residency","State-funded schools (LA)",44,760,38843,51.1,740,97.4,397,52.2,564,74.2,365,48,184,24.2,254,33.4,3451.62,4.54,716,28.962,"0.04","-0.06","0.14"
"202223","Academic year","Local authority district","E92000001","England","E12000006","East of England","E07000069","Castle Point","Revised","Pupil residency","State-funded schools (LA)",47,951,42502,44.7,919,96.6,382,40.2,566,59.5,377,39.6,166,17.5,238,25,3648.62,3.84,933,-296.602,"-0.32","-0.41","-0.23"
"202223","Academic year","Local authority district","E92000001","England","E12000006","East of England","E07000070","Chelmsford","Revised","Pupil residency","State-funded schools (LA)",65,1950,98251.27,50.4,1894,97.1,1001,51.3,1391,71.3,741,38,387,19.8,507,26,8618.01,4.42,1840,89.904,"0.05","-0.02","0.11"
"202223","Academic year","Local authority district","E92000001","England","E12000006","East of England","E07000071","Colchester","Revised","Pupil residency","State-funded schools (LA)",43,2034,95095,46.8,1960,96.4,930,45.7,1323,65,678,33.3,370,18.2,494,24.3,8349.21,4.1,1916,0.832,"0","-0.06","0.06"
"202223","Academic year","Local authority district","E92000001","England","E12000006","East of England","E07000072","Epping Forest","Revised","Pupil residency","State-funded schools (LA)",102,1361,63495,46.7,1313,96.5,624,45.8,932,68.5,503,37,195,14.3,304,22.3,5515.59,4.05,1299,-68.842,"-0.05","-0.13","0.02"
"202223","Academic year","Local authority district","E92000001","England","E12000006","East of England","E07000073","Harlow","Revised","Pupil residency","State-funded schools (LA)",46,1169,47447.75,40.6,1122,96,385,32.9,625,53.5,499,42.7,142,12.1,241,20.6,4191.61,3.59,1123,-563.727,"-0.5","-0.58","-0.42"
"202223","Academic year","Local authority district","E92000001","England","E12000006","East of England","E07000074","Maldon","Revised","Pupil residency","State-funded schools (LA)",35,640,29308.5,45.8,616,96.3,262,40.9,407,63.6,173,27,85,13.3,111,17.3,2455.9,3.84,619,-210.266,"-0.34","-0.45","-0.23"
"202223","Academic year","Local authority district","E92000001","England","E12000006","East of England","E07000075","Rochford","Revised","Pupil residency","State-funded schools (LA)",33,968,45944,47.5,941,97.2,452,46.7,668,69,433,44.7,199,20.6,299,30.9,4038.02,4.17,939,-127.334,"-0.14","-0.23","-0.05"
"202223","Academic year","Local authority district","E92000001","England","E12000006","East of England","E07000076","Tendring","Revised","Pupil residency","State-funded schools (LA)",27,1460,57816.25,39.6,1381,94.6,459,31.4,756,51.8,321,22,98,6.7,148,10.1,4708.03,3.22,1406,-447.669,"-0.32","-0.39","-0.24"
"202223","Academic year","Local authority district","E92000001","England","E12000006","East of England","E07000077","Uttlesford","Revised","Pupil residency","State-funded schools (LA)",42,1003,49237.75,49.1,975,97.2,509,50.7,726,72.4,531,52.9,267,26.6,379,37.8,4475.72,4.46,956,-60.703,"-0.06","-0.15","0.03"
"202223","Academic year","Local authority district","E92000001","England","E12000009","South West","E07000078","Cheltenham","Revised","Pupil residency","State-funded schools (LA)",26,1082,57972.25,53.6,1039,96,645,59.6,805,74.4,400,37,268,24.8,319,29.5,5083.88,4.7,988,388.949,"0.39","0.31","0.48"
"202223","Academic year","Local authority district","E92000001","England","E12000009","South West","E07000079","Cotswold","Revised","Pupil residency","State-funded schools (LA)",38,847,42937.5,50.7,821,96.9,454,53.6,616,72.7,275,32.5,180,21.3,222,26.2,3786.97,4.47,793,180.843,"0.23","0.13","0.33"
"202223","Academic year","Local authority district","E92000001","England","E12000009","South West","E07000080","Forest of Dean","Revised","Pupil residency","State-funded schools (LA)",26,766,34816.25,45.5,744,97.1,318,41.5,494,64.5,263,34.3,99,12.9,147,19.2,3019.59,3.94,741,50.53,"0.07","-0.03","0.17"
"202223","Academic year","Local authority district","E92000001","England","E12000009","South West","E07000081","Gloucester","Revised","Pupil residency","State-funded schools (LA)",36,1489,69545.75,46.7,1425,95.7,692,46.5,991,66.6,313,21,175,11.8,241,16.2,5916.56,3.97,1415,106.524,"0.08","0","0.15"
"202223","Academic year","Local authority district","E92000001","England","E12000009","South West","E07000082","Stroud","Revised","Pupil residency","State-funded schools (LA)",36,1223,61686,50.4,1196,97.8,642,52.5,875,71.5,371,30.3,207,16.9,279,22.8,5377.31,4.4,1167,87.525,"0.08","-0.01","0.16"
"202223","Academic year","Local authority district","E92000001","England","E12000009","South West","E07000083","Tewkesbury","Revised","Pupil residency","State-funded schools (LA)",38,929,46361.75,49.9,900,96.9,470,50.6,661,71.2,224,24.1,134,14.4,168,18.1,3963.67,4.27,877,150.872,"0.17","0.08","0.27"
"202223","Academic year","Local authority district","E92000001","England","E12000008","South East","E07000084","Basingstoke and Deane","Revised","Pupil residency","State-funded schools (LA)",44,1948,87907.38,45.1,1866,95.8,861,44.2,1266,65,768,39.4,326,16.7,487,25,7863.65,4.04,1861,-362.378,"-0.19","-0.26","-0.13"
"202223","Academic year","Local authority district","E92000001","England","E12000008","South East","E07000085","East Hampshire","Revised","Pupil residency","State-funded schools (LA)",39,1179,56072.5,47.6,1139,96.6,558,47.3,836,70.9,469,39.8,207,17.6,296,25.1,4916.02,4.17,1135,-42.297,"-0.04","-0.12","0.04"
"202223","Academic year","Local authority district","E92000001","England","E12000008","South East","E07000086","Eastleigh","Revised","Pupil residency","State-funded schools (LA)",39,1534,73680.5,48,1500,97.8,726,47.3,1058,69,647,42.2,322,21,467,30.4,6600.43,4.3,1461,-6.546,"0","-0.08","0.07"
"202223","Academic year","Local authority district","E92000001","England","E12000008","South East","E07000087","Fareham","Revised","Pupil residency","State-funded schools (LA)",31,1096,52434.75,47.8,1062,96.9,562,51.3,770,70.3,310,28.3,137,12.5,180,16.4,4459.27,4.07,1064,-65.711,"-0.06","-0.15","0.02"
"202223","Academic year","Local authority district","E92000001","England","E12000008","South East","E07000088","Gosport","Revised","Pupil residency","State-funded schools (LA)",18,913,34013.75,37.3,864,94.6,250,27.4,463,50.7,145,15.9,44,4.8,68,7.4,2803.53,3.07,886,-529.53,"-0.6","-0.69","-0.5"
"202223","Academic year","Local authority district","E92000001","England","E12000008","South East","E07000089","Hart","Revised","Pupil residency","State-funded schools (LA)",41,1020,52633.51,51.6,992,97.3,579,56.8,792,77.6,264,25.9,172,16.9,219,21.5,4585.01,4.5,954,103.164,"0.11","0.02","0.2"
"202223","Academic year","Local authority district","E92000001","England","E12000008","South East","E07000090","Havant","Revised","Pupil residency","State-funded schools (LA)",41,1290,50922,39.5,1228,95.2,421,32.6,685,53.1,319,24.7,114,8.8,171,13.3,4254.49,3.3,1243,-660.394,"-0.53","-0.61","-0.45"
"202223","Academic year","Local authority district","E92000001","England","E12000008","South East","E07000091","New Forest","Revised","Pupil residency","State-funded schools (LA)",39,1656,76090.5,45.9,1600,96.6,730,44.1,1085,65.5,542,32.7,274,16.5,382,23.1,6705.13,4.05,1584,-461.641,"-0.29","-0.36","-0.22"
"202223","Academic year","Local authority district","E92000001","England","E12000008","South East","E07000092","Rushmoor","Revised","Pupil residency","State-funded schools (LA)",43,1035,45480.5,43.9,997,96.3,418,40.4,647,62.5,272,26.3,136,13.1,184,17.8,3983.78,3.85,990,-383.445,"-0.39","-0.48","-0.3"
"202223","Academic year","Local authority district","E92000001","England","E12000008","South East","E07000093","Test Valley","Revised","Pupil residency","State-funded schools (LA)",48,1243,58508.25,47.1,1214,97.7,572,46,830,66.8,456,36.7,209,16.8,301,24.2,5137.44,4.13,1177,-141.511,"-0.12","-0.2","-0.04"
"202223","Academic year","Local authority district","E92000001","England","E12000008","South East","E07000094","Winchester","Revised","Pupil residency","State-funded schools (LA)",47,1237,64474,52.1,1198,96.8,705,57,939,75.9,589,47.6,328,26.5,420,34,5840.68,4.72,1148,262.473,"0.23","0.15","0.31"
"202223","Academic year","Local authority district","E92000001","England","E12000006","East of England","E07000095","Broxbourne","Revised","Pupil residency","State-funded schools (LA)",76,1153,53160.75,46.1,1122,97.3,542,47,780,67.6,521,45.2,205,17.8,305,26.5,4687.68,4.07,1110,-20.73,"-0.02","-0.1","0.06"
"202223","Academic year","Local authority district","E92000001","England","E12000006","East of England","E07000096","Dacorum","Revised","Pupil residency","State-funded schools (LA)",61,1670,78972,47.3,1600,95.8,813,48.7,1150,68.9,579,34.7,278,16.6,368,22,6868.93,4.11,1578,-109.527,"-0.07","-0.14","0"
"202223","Academic year","Local authority district","E92000001","England","E12000006","East of England","E07000098","Hertsmere","Revised","Pupil residency","State-funded schools (LA)",81,1169,59800.25,51.2,1136,97.2,651,55.7,844,72.2,478,40.9,268,22.9,337,28.8,5286.22,4.52,1084,236.288,"0.22","0.13","0.3"
"202223","Academic year","Local authority district","E92000001","England","E12000006","East of England","E07000099","North Hertfordshire","Revised","Pupil residency","State-funded schools (LA)",50,1448,72855.5,50.3,1406,97.1,761,52.6,1053,72.7,596,41.2,305,21.1,417,28.8,6520.79,4.5,1397,268.686,"0.19","0.12","0.27"
"202223","Academic year","Local authority district","E92000001","England","E12000006","East of England","E07000102","Three Rivers","Revised","Pupil residency","State-funded schools (LA)",62,1087,58553.75,53.9,1060,97.5,652,60,856,78.7,638,58.7,315,29,452,41.6,5345.87,4.92,1011,200.258,"0.2","0.11","0.29"
"202223","Academic year","Local authority district","E92000001","England","E12000006","East of England","E07000103","Watford","Revised","Pupil residency","State-funded schools (LA)",59,1224,63030.25,51.5,1183,96.7,687,56.1,912,74.5,755,61.7,352,28.8,475,38.8,5788.01,4.73,1134,284.632,"0.25","0.17","0.33"
"202223","Academic year","Local authority district","E92000001","England","E12000008","South East","E07000105","Ashford","Revised","Pupil residency","State-funded schools (LA)",48,1526,71328,46.7,1465,96,694,45.5,1003,65.7,734,48.1,333,21.8,489,32,6350.86,4.16,1424,-13.795,"-0.01","-0.08","0.06"
"202223","Academic year","Local authority district","E92000001","England","E12000008","South East","E07000106","Canterbury","Revised","Pupil residency","State-funded schools (LA)",52,1491,68506.75,45.9,1406,94.3,685,45.9,988,66.3,499,33.5,226,15.2,333,22.3,5864.71,3.93,1404,-556.667,"-0.4","-0.47","-0.32"
"202223","Academic year","Local authority district","E92000001","England","E12000008","South East","E07000107","Dartford","Revised","Pupil residency","State-funded schools (LA)",76,1464,73815,50.4,1404,95.9,800,54.6,1050,71.7,532,36.3,351,24,430,29.4,6500.36,4.44,1388,192.579,"0.14","0.06","0.21"
"202223","Academic year","Local authority district","E92000001","England","E12000008","South East","E07000108","Dover","Revised","Pupil residency","State-funded schools (LA)",41,1232,52338.5,42.5,1190,96.6,500,40.6,731,59.3,459,37.3,206,16.7,315,25.6,4594.39,3.73,1156,-549.654,"-0.48","-0.56","-0.39"
"202223","Academic year","Local authority district","E92000001","England","E12000008","South East","E07000109","Gravesham","Revised","Pupil residency","State-funded schools (LA)",61,1392,63613.25,45.7,1343,96.5,646,46.4,914,65.7,515,37,244,17.5,328,23.6,5576.48,4.01,1315,14.743,"0.01","-0.07","0.09"
"202223","Academic year","Local authority district","E92000001","England","E12000008","South East","E07000110","Maidstone","Revised","Pupil residency","State-funded schools (LA)",75,1969,90725.88,46.1,1887,95.8,857,43.5,1288,65.4,913,46.4,396,20.1,587,29.8,8073.99,4.1,1839,-284.249,"-0.15","-0.22","-0.09"
"202223","Academic year","Local authority district","E92000001","England","E12000008","South East","E07000111","Sevenoaks","Revised","Pupil residency","State-funded schools (LA)",74,1199,60313.25,50.3,1151,96,638,53.2,861,71.8,534,44.5,284,23.7,367,30.6,5343.46,4.46,1111,45.971,"0.04","-0.04","0.12"
"202223","Academic year","Local authority district","E92000001","England","E12000008","South East","E07000112","Folkestone and Hythe","Revised","Pupil residency","State-funded schools (LA)",36,1117,47648.5,42.7,1062,95.1,431,38.6,662,59.3,360,32.2,162,14.5,234,20.9,4076.82,3.65,1082,-387.323,"-0.36","-0.44","-0.27"
"202223","Academic year","Local authority district","E92000001","England","E12000008","South East","E07000113","Swale","Revised","Pupil residency","State-funded schools (LA)",61,1769,73454.25,41.5,1659,93.8,651,36.8,1013,57.3,487,27.5,217,12.3,330,18.7,6211.57,3.51,1701,-838.84,"-0.49","-0.56","-0.43"
"202223","Academic year","Local authority district","E92000001","England","E12000008","South East","E07000114","Thanet","Revised","Pupil residency","State-funded schools (LA)",34,1532,65018,42.4,1431,93.4,576,37.6,893,58.3,367,24,177,11.6,254,16.6,5400.53,3.53,1459,-404.753,"-0.28","-0.35","-0.2"
"202223","Academic year","Local authority district","E92000001","England","E12000008","South East","E07000115","Tonbridge and Malling","Revised","Pupil residency","State-funded schools (LA)",73,1555,77272.88,49.7,1497,96.3,804,51.7,1086,69.8,698,44.9,364,23.4,472,30.4,6760.94,4.35,1439,127.462,"0.09","0.02","0.16"
"202223","Academic year","Local authority district","E92000001","England","E12000008","South East","E07000116","Tunbridge Wells","Revised","Pupil residency","State-funded schools (LA)",42,1378,74323.25,53.9,1341,97.3,847,61.5,1082,78.5,871,63.2,443,32.1,579,42,6751.08,4.9,1162,336.953,"0.29","0.21","0.37"
"202223","Academic year","Local authority district","E92000001","England","E12000002","North West","E07000117","Burnley","Revised","Pupil residency","State-funded schools (LA)",36,1136,45477,40,1077,94.8,413,36.4,620,54.6,458,40.3,124,10.9,198,17.4,4006.74,3.53,1080,-339.406,"-0.31","-0.4","-0.23"
"202223","Academic year","Local authority district","E92000001","England","E12000002","North West","E07000118","Chorley","Revised","Pupil residency","State-funded schools (LA)",56,1279,61557.5,48.1,1235,96.6,652,51,907,70.9,386,30.2,208,16.3,282,22,5345.59,4.18,1249,16.184,"0.01","-0.07","0.09"
"202223","Academic year","Local authority district","E92000001","England","E12000002","North West","E07000119","Fylde","Revised","Pupil residency","State-funded schools (LA)",35,655,29740.25,45.4,631,96.3,282,43.1,430,65.6,141,21.5,55,8.4,76,11.6,2510.81,3.83,640,-182.566,"-0.29","-0.39","-0.18"
"202223","Academic year","Local authority district","E92000001","England","E12000002","North West","E07000120","Hyndburn","Revised","Pupil residency","State-funded schools (LA)",39,981,40094.75,40.9,934,95.2,335,34.1,558,56.9,252,25.7,60,6.1,120,12.2,3352.58,3.42,938,-392.023,"-0.42","-0.51","-0.33"
"202223","Academic year","Local authority district","E92000001","England","E12000002","North West","E07000121","Lancaster","Revised","Pupil residency","State-funded schools (LA)",27,1393,62100.5,44.6,1320,94.8,578,41.5,858,61.6,397,28.5,157,11.3,217,15.6,5276.73,3.79,1338,-236.257,"-0.18","-0.25","-0.1"
"202223","Academic year","Local authority district","E92000001","England","E12000002","North West","E07000122","Pendle","Revised","Pupil residency","State-funded schools (LA)",34,1216,49476.25,40.7,1168,96.1,424,34.9,682,56.1,445,36.6,120,9.9,201,16.5,4280.66,3.52,1122,-229.059,"-0.2","-0.29","-0.12"
"202223","Academic year","Local authority district","E92000001","England","E12000002","North West","E07000123","Preston","Revised","Pupil residency","State-funded schools (LA)",53,1735,82638.5,47.6,1673,96.4,814,46.9,1158,66.7,628,36.2,303,17.5,407,23.5,7265.32,4.19,1597,153.569,"0.1","0.03","0.17"
"202223","Academic year","Local authority district","E92000001","England","E12000002","North West","E07000124","Ribble Valley","Revised","Pupil residency","State-funded schools (LA)",36,644,32271.5,50.1,637,98.9,328,50.9,471,73.1,180,28,87,13.5,134,20.8,2752.3,4.27,624,11.098,"0.02","-0.09","0.13"
"202223","Academic year","Local authority district","E92000001","England","E12000002","North West","E07000125","Rossendale","Revised","Pupil residency","State-funded schools (LA)",45,848,39095.75,46.1,816,96.2,401,47.3,575,67.8,249,29.4,105,12.4,144,17,3363.93,3.97,831,-173.748,"-0.21","-0.31","-0.11"
"202223","Academic year","Local authority district","E92000001","England","E12000002","North West","E07000126","South Ribble","Revised","Pupil residency","State-funded schools (LA)",52,1213,56581.5,46.6,1175,96.9,567,46.7,831,68.5,395,32.6,181,14.9,283,23.3,4942.74,4.07,1179,-69.901,"-0.06","-0.14","0.02"
"202223","Academic year","Local authority district","E92000001","England","E12000002","North West","E07000127","West Lancashire","Revised","Pupil residency","State-funded schools (LA)",57,1186,52393,44.2,1140,96.1,503,42.4,757,63.8,351,29.6,128,10.8,197,16.6,4511.04,3.8,1158,-353.133,"-0.3","-0.39","-0.22"
"202223","Academic year","Local authority district","E92000001","England","E12000002","North West","E07000128","Wyre","Revised","Pupil residency","State-funded schools (LA)",33,1083,46718.5,43.1,1040,96,435,40.2,688,63.5,291,26.9,96,8.9,143,13.2,3979.2,3.67,1062,-328.807,"-0.31","-0.39","-0.22"
"202223","Academic year","Local authority district","E92000001","England","E12000004","East Midlands","E07000129","Blaby","Revised","Pupil residency","State-funded schools (LA)",48,1135,51045.5,45,1095,96.5,510,44.9,754,66.4,351,30.9,118,10.4,178,15.7,4384.33,3.86,1105,-144.325,"-0.13","-0.21","-0.05"
"202223","Academic year","Local authority district","E92000001","England","E12000004","East Midlands","E07000130","Charnwood","Revised","Pupil residency","State-funded schools (LA)",50,1758,83996.25,47.8,1702,96.8,876,49.8,1227,69.8,859,48.9,384,21.8,548,31.2,7543.7,4.29,1694,-22.938,"-0.01","-0.08","0.05"
"202223","Academic year","Local authority district","E92000001","England","E12000004","East Midlands","E07000131","Harborough","Revised","Pupil residency","State-funded schools (LA)",43,1067,51871.75,48.6,1050,98.4,534,50,797,74.7,565,53,217,20.3,306,28.7,4647.59,4.36,1040,134.799,"0.13","0.04","0.22"
"202223","Academic year","Local authority district","E92000001","England","E12000004","East Midlands","E07000132","Hinckley and Bosworth","Revised","Pupil residency","State-funded schools (LA)",50,1200,56012,46.7,1171,97.6,565,47.1,825,68.8,310,25.8,154,12.8,210,17.5,4823.48,4.02,1184,110.77,"0.09","0.01","0.17"
"202223","Academic year","Local authority district","E92000001","England","E12000004","East Midlands","E07000133","Melton","Revised","Pupil residency","State-funded schools (LA)",27,555,26393,47.6,541,97.5,258,46.5,374,67.4,135,24.3,77,13.9,100,18,2283.64,4.11,541,-32.037,"-0.06","-0.18","0.06"
"202223","Academic year","Local authority district","E92000001","England","E12000004","East Midlands","E07000134","North West Leicestershire","Revised","Pupil residency","State-funded schools (LA)",45,1112,46067,41.4,1079,97,402,36.2,638,57.4,325,29.2,136,12.2,201,18.1,4042,3.63,1080,-498.354,"-0.46","-0.55","-0.38"
"202223","Academic year","Local authority district","E92000001","England","E12000004","East Midlands","E07000135","Oadby and Wigston","Revised","Pupil residency","State-funded schools (LA)",27,648,31231.25,48.2,627,96.8,318,49.1,455,70.2,407,62.8,157,24.2,228,35.2,2844.85,4.39,616,53.366,"0.09","-0.03","0.2"
"202223","Academic year","Local authority district","E92000001","England","E12000004","East Midlands","E07000136","Boston","Revised","Pupil residency","State-funded schools (LA)",29,808,31388.5,38.8,767,94.9,227,28.1,399,49.4,240,29.7,75,9.3,116,14.4,2669.38,3.3,736,-256.858,"-0.35","-0.45","-0.25"
"202223","Academic year","Local authority district","E92000001","England","E12000004","East Midlands","E07000137","East Lindsey","Revised","Pupil residency","State-funded schools (LA)",48,1332,57910,43.5,1263,94.8,473,35.5,792,59.5,460,34.5,188,14.1,295,22.1,5033.95,3.78,1268,-160.431,"-0.13","-0.2","-0.05"
"202223","Academic year","Local authority district","E92000001","England","E12000004","East Midlands","E07000138","Lincoln","Revised","Pupil residency","State-funded schools (LA)",23,953,38584,40.5,912,95.7,335,35.2,547,57.4,325,34.1,125,13.1,189,19.8,3357.74,3.52,897,-364.75,"-0.41","-0.5","-0.31"
"202223","Academic year","Local authority district","E92000001","England","E12000004","East Midlands","E07000139","North Kesteven","Revised","Pupil residency","State-funded schools (LA)",38,1204,56091.5,46.6,1170,97.2,528,43.9,813,67.5,630,52.3,234,19.4,372,30.9,4999.78,4.15,1162,-66.34,"-0.06","-0.14","0.02"
"202223","Academic year","Local authority district","E92000001","England","E12000004","East Midlands","E07000140","South Holland","Revised","Pupil residency","State-funded schools (LA)",33,959,42554.5,44.4,930,97,341,35.6,571,59.5,280,29.2,113,11.8,160,16.7,3577.93,3.73,919,94.086,"0.1","0.01","0.19"
"202223","Academic year","Local authority district","E92000001","England","E12000004","East Midlands","E07000141","South Kesteven","Revised","Pupil residency","State-funded schools (LA)",44,1639,82502,50.3,1591,97.1,835,50.9,1142,69.7,640,39,373,22.8,480,29.3,7260.66,4.43,1560,533.176,"0.34","0.27","0.41"
"202223","Academic year","Local authority district","E92000001","England","E12000004","East Midlands","E07000142","West Lindsey","Revised","Pupil residency","State-funded schools (LA)",44,992,46143.01,46.5,961,96.9,442,44.6,664,66.9,385,38.8,144,14.5,209,21.1,3991.76,4.02,964,99.28,"0.1","0.01","0.19"
"202223","Academic year","Local authority district","E92000001","England","E12000006","East of England","E07000143","Breckland","Revised","Pupil residency","State-funded schools (LA)",48,1365,60639.25,44.4,1331,97.5,562,41.2,872,63.9,695,50.9,203,14.9,325,23.8,5515.01,4.04,1318,101.007,"0.08","0","0.15"
"202223","Academic year","Local authority district","E92000001","England","E12000006","East of England","E07000144","Broadland","Revised","Pupil residency","State-funded schools (LA)",30,1319,63193.5,47.9,1285,97.4,646,49,926,70.2,570,43.2,270,20.5,372,28.2,5656.73,4.29,1293,46.958,"0.04","-0.04","0.11"
"202223","Academic year","Local authority district","E92000001","England","E12000006","East of England","E07000145","Great Yarmouth","Revised","Pupil residency","State-funded schools (LA)",26,1077,45630.25,42.4,1039,96.5,396,36.8,621,57.7,298,27.7,121,11.2,167,15.5,3857.12,3.58,1045,-170.287,"-0.16","-0.25","-0.08"
"202223","Academic year","Local authority district","E92000001","England","E12000006","East of England","E07000146","King's Lynn and West Norfolk","Revised","Pupil residency","State-funded schools (LA)",35,1405,57971.25,41.3,1358,96.7,505,35.9,812,57.8,600,42.7,174,12.4,282,20.1,5169.9,3.68,1351,-238.823,"-0.18","-0.25","-0.1"
"202223","Academic year","Local authority district","E92000001","England","E12000006","East of England","E07000147","North Norfolk","Revised","Pupil residency","State-funded schools (LA)",32,821,35441.25,43.2,780,95,330,40.2,522,63.6,334,40.7,112,13.6,172,21,3159.43,3.85,801,-116.383,"-0.15","-0.24","-0.05"
"202223","Academic year","Local authority district","E92000001","England","E12000006","East of England","E07000148","Norwich","Revised","Pupil residency","State-funded schools (LA)",37,1230,53441.75,43.4,1179,95.9,485,39.4,750,61,438,35.6,143,11.6,210,17.1,4643.88,3.78,1157,-113.871,"-0.1","-0.18","-0.02"
"202223","Academic year","Local authority district","E92000001","England","E12000006","East of England","E07000149","South Norfolk","Revised","Pupil residency","State-funded schools (LA)",39,1386,68207.5,49.2,1354,97.7,694,50.1,1003,72.4,682,49.2,294,21.2,419,30.2,6084.15,4.39,1327,414.73,"0.31","0.24","0.39"
"202223","Academic year","Local authority district","E92000001","England","E12000004","East Midlands","E07000170","Ashfield","Revised","Pupil residency","State-funded schools (LA)",48,1415,59129.75,41.8,1365,96.5,503,35.5,797,56.3,537,38,156,11,246,17.4,5081.6,3.59,1377,-368.795,"-0.27","-0.34","-0.19"
"202223","Academic year","Local authority district","E92000001","England","E12000004","East Midlands","E07000171","Bassetlaw","Revised","Pupil residency","State-funded schools (LA)",43,1229,54171.76,44.1,1188,96.7,534,43.4,763,62.1,366,29.8,176,14.3,257,20.9,4693.12,3.82,1200,-120.938,"-0.1","-0.18","-0.02"
"202223","Academic year","Local authority district","E92000001","England","E12000004","East Midlands","E07000172","Broxtowe","Revised","Pupil residency","State-funded schools (LA)",39,1083,52643.75,48.6,1060,97.9,528,48.8,772,71.3,407,37.6,205,18.9,285,26.3,4708.78,4.35,1026,62.982,"0.06","-0.03","0.15"
"202223","Academic year","Local authority district","E92000001","England","E12000004","East Midlands","E07000173","Gedling","Revised","Pupil residency","State-funded schools (LA)",47,1268,60373.75,47.6,1243,98,607,47.9,876,69.1,475,37.5,211,16.6,318,25.1,5299.25,4.18,1226,72.116,"0.06","-0.02","0.14"
"202223","Academic year","Local authority district","E92000001","England","E12000004","East Midlands","E07000174","Mansfield","Revised","Pupil residency","State-funded schools (LA)",33,1223,50044.75,40.9,1170,95.7,413,33.8,670,54.8,401,32.8,120,9.8,201,16.4,4276.5,3.5,1150,-249.526,"-0.22","-0.3","-0.14"
