time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,version,education_investment_area_flag,priority_area_flag,establishment_type,breakdown,gender,ethnicity_major,ethnicity_minor,free_school_meals,sen_status,sen_description,disadvantage,first_language,t_schools,t_pupils,t_att8,avg_att8,t_entbasics,pt_entbasics,t_l2basics_95,pt_l2basics_95,t_l2basics_94,pt_l2basics_94,t_ebacc_e_ptq_ee,pt_ebacc_e_ptq_ee,t_ebacc_95,pt_ebacc_95,t_ebacc_94,pt_ebacc_94,t_ebaccaps,avg_ebaccaps,t_inp8calc,t_p8score,avg_p8score,p8score_ci_low,p8score_ci_upp
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),SEN status,Total,Total,Total,Total,SEN Supp,Total,Total,Total,14,315,10913.5,34.6,301,95.6,66,21,123,39,88,27.9,17,5.4,31,9.8,923.6,2.93,299,-162.166,-0.54,-0.7,-0.38
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),SEN description,Total,Total,Total,Total,Total,Any SEN,Total,Total,18,422,12168.25,28.8,347,82.2,72,17.1,133,31.5,95,22.5,18,4.3,32,7.6,1024.29,2.43,388,-279.52,-0.72,-0.86,-0.58
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),SEN description,Total,Total,Total,Total,Total,No identified SEN,Total,Total,14,1775,92864.25,52.3,1767,99.5,953,53.7,1330,74.9,1013,57.1,462,26,652,36.7,8441.29,4.76,1581,440.33,0.28,0.21,0.35
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),Disadvantage,Total,Total,Total,Total,Total,Total,Disadvantaged,Total,18,823,32439.25,39.4,762,92.6,250,30.4,427,51.9,327,39.7,93,11.3,152,18.5,2858.39,3.47,735,-252.266,-0.34,-0.45,-0.24
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),Disadvantage,Total,Total,Total,Total,Total,Total,Disadvantaged all other,Total,17,1374,72593.25,52.8,1352,98.4,775,56.4,1036,75.4,781,56.8,387,28.2,532,38.7,6607.19,4.81,1234,413.076,0.33,0.26,0.41
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),First language,Total,Total,Total,Total,Total,Total,Total,English,18,1481,70810.75,47.8,1418,95.7,689,46.5,986,66.6,740,50,326,22,458,30.9,6343.12,4.28,1401,-42.52,-0.03,-0.1,0.04
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),First language,Total,Total,Total,Total,Total,Total,Total,Other than English,18,696,33234.25,47.8,677,97.3,325,46.7,463,66.5,358,51.4,150,21.6,220,31.6,3031.97,4.36,550,209.014,0.38,0.26,0.5
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),Total,Total,Total,Total,Total,Total,Total,Total,Total,18,2197,105032.5,47.8,2114,96.2,1025,46.7,1463,66.6,1108,50.4,480,21.8,684,31.1,9465.58,4.31,1969,160.81,0.08,0.02,0.14
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),Ethnicity major,Total,Unclassified,Total,Total,Total,Total,Total,Total,13,76,3743.75,49.3,74,97.4,41,53.9,55,72.4,41,53.9,16,21.1,28,36.8,341.88,4.5,67,0.534,0.01,-0.33,0.35
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Final,0,0,State-funded schools (LA),Ethnicity major,Total,White,Total,Total,Total,Total,Total,Total,18,672,32330.5,48.1,631,93.9,311,46.3,437,65,333,49.6,164,24.4,227,33.8,2935.62,4.37,615,-22.21,-0.04,-0.15,0.08
