"time_period","time_identifier","geographic_level","country_code","country_name","version","establishment_type","qualification_type","subject","gender","admission_type","religious_denomination","grade","number_achieving","percentage_achieving"
202223,"Academic year","National","E92000001","England","Revised","All schools","AS level and FSMQ","Social Studies","Boys","Total","Total","Total pupil entries","29","z"
202223,"Academic year","National","E92000001","England","Revised","All schools","AS level and FSMQ","Social Studies","Girls","Total","Total","Total pupil entries","66","z"
202223,"Academic year","National","E92000001","England","Revised","All schools","AS level and FSMQ","Social Studies","Total","Total","Total","Total pupil entries","95","z"
202223,"Academic year","National","E92000001","England","Revised","All schools","AS level and FSMQ","Spanish","Boys","Total","Total","a to b","0","0"
202223,"Academic year","National","E92000001","England","Revised","All schools","AS level and FSMQ","Spanish","Girls","Total","Total","a to b","0","0"
202223,"Academic year","National","E92000001","England","Revised","All schools","AS level and FSMQ","Spanish","Total","Total","Total","a to b","0","0"
202223,"Academic year","National","E92000001","England","Revised","All schools","AS level and FSMQ","Spanish","Boys","Total","Total","a to e","2","100"
202223,"Academic year","National","E92000001","England","Revised","All schools","AS level and FSMQ","Spanish","Girls","Total","Total","a to e","2","100"
202223,"Academic year","National","E92000001","England","Revised","All schools","AS level and FSMQ","Spanish","Total","Total","Total","a to e","4","100"
202223,"Academic year","National","E92000001","England","Revised","All schools","AS level and FSMQ","Spanish","Boys","Total","Total","Total pupil entries","2","z"
202223,"Academic year","National","E92000001","England","Revised","All schools","AS level and FSMQ","Spanish","Girls","Total","Total","Total pupil entries","2","z"
202223,"Academic year","National","E92000001","England","Revised","All schools","AS level and FSMQ","Spanish","Total","Total","Total","Total pupil entries","4","z"
202223,"Academic year","National","E92000001","England","Revised","All schools","FSMQ","Any Subject","Boys","Total","Total","a to b","2333","66"
202223,"Academic year","National","E92000001","England","Revised","All schools","FSMQ","Any Subject","Girls","Total","Total","a to b","1267","61"
202223,"Academic year","National","E92000001","England","Revised","All schools","FSMQ","Any Subject","Total","Total","Total","a to b","3600","65"
202223,"Academic year","National","E92000001","England","Revised","All schools","FSMQ","Any Subject","Boys","Total","Total","a to e","3091","88"
202223,"Academic year","National","E92000001","England","Revised","All schools","FSMQ","Any Subject","Girls","Total","Total","a to e","1791","87"
202223,"Academic year","National","E92000001","England","Revised","All schools","FSMQ","Any Subject","Total","Total","Total","a to e","4882","88"
202223,"Academic year","National","E92000001","England","Revised","All schools","FSMQ","Any Subject","Boys","Total","Total","Total pupil entries","3510","z"
202223,"Academic year","National","E92000001","England","Revised","All schools","FSMQ","Any Subject","Girls","Total","Total","Total pupil entries","2063","z"
202223,"Academic year","National","E92000001","England","Revised","All schools","FSMQ","Any Subject","Total","Total","Total","Total pupil entries","5573","z"
202223,"Academic year","National","E92000001","England","Revised","All schools","FSMQ","Mathematics","Boys","Total","Total","a to b","2333","66"
202223,"Academic year","National","E92000001","England","Revised","All schools","FSMQ","Mathematics","Girls","Total","Total","a to b","1267","61"
202223,"Academic year","National","E92000001","England","Revised","All schools","FSMQ","Mathematics","Total","Total","Total","a to b","3600","65"
202223,"Academic year","National","E92000001","England","Revised","All schools","FSMQ","Mathematics","Boys","Total","Total","a to e","3091","88"
202223,"Academic year","National","E92000001","England","Revised","All schools","FSMQ","Mathematics","Girls","Total","Total","a to e","1791","87"
202223,"Academic year","National","E92000001","England","Revised","All schools","FSMQ","Mathematics","Total","Total","Total","a to e","4882","88"
202223,"Academic year","National","E92000001","England","Revised","All schools","FSMQ","Mathematics","Boys","Total","Total","Total pupil entries","3510","z"
202223,"Academic year","National","E92000001","England","Revised","All schools","FSMQ","Mathematics","Girls","Total","Total","Total pupil entries","2063","z"
202223,"Academic year","National","E92000001","England","Revised","All schools","FSMQ","Mathematics","Total","Total","Total","Total pupil entries","5573","z"
202223,"Academic year","National","E92000001","England","Revised","Academies and free schools","GCSE","Ancient History","Boys","Total","Total","9 to 1","262","88"
202223,"Academic year","National","E92000001","England","Revised","Academies and free schools","GCSE","Ancient History","Girls","Total","Total","9 to 1","341","92"
202223,"Academic year","National","E92000001","England","Revised","Academies and free schools","GCSE","Ancient History","Total","Total","Total","9 to 1","603","90"
202223,"Academic year","National","E92000001","England","Revised","All independent schools","GCSE","Ancient History","Boys","Total","Total","9 to 1","194","100"
202223,"Academic year","National","E92000001","England","Revised","All independent schools","GCSE","Ancient History","Girls","Total","Total","9 to 1","48","100"
202223,"Academic year","National","E92000001","England","Revised","All independent schools","GCSE","Ancient History","Total","Total","Total","9 to 1","242","100"
202223,"Academic year","National","E92000001","England","Revised","All schools","GCSE","Ancient History","Boys","Total","Total","9 to 1","611","91"
202223,"Academic year","National","E92000001","England","Revised","All schools","GCSE","Ancient History","Girls","Total","Total","9 to 1","506","93"
202223,"Academic year","National","E92000001","England","Revised","All schools","GCSE","Ancient History","Total","Total","Total","9 to 1","1117","92"
202223,"Academic year","National","E92000001","England","Revised","All special schools","GCSE","Ancient History","Boys","Total","Total","9 to 1","1","20"
202223,"Academic year","National","E92000001","England","Revised","All special schools","GCSE","Ancient History","Total","Total","Total","9 to 1","1","20"
202223,"Academic year","National","E92000001","England","Revised","All state-funded","GCSE","Ancient History","Boys","Total","Total","9 to 1","414","87"
202223,"Academic year","National","E92000001","England","Revised","All state-funded","GCSE","Ancient History","Girls","Total","Total","9 to 1","456","92"
202223,"Academic year","National","E92000001","England","Revised","All state-funded","GCSE","Ancient History","Total","Total","Total","9 to 1","870","90"
202223,"Academic year","National","E92000001","England","Revised","All state-funded special schools","GCSE","Ancient History","Boys","Total","Total","9 to 1","0","0"
202223,"Academic year","National","E92000001","England","Revised","All state-funded special schools","GCSE","Ancient History","Total","Total","Total","9 to 1","0","0"
202223,"Academic year","National","E92000001","England","Revised","Converter academies","GCSE","Ancient History","Boys","Total","Total","9 to 1","186","93"
202223,"Academic year","National","E92000001","England","Revised","Converter academies","GCSE","Ancient History","Girls","Total","Total","9 to 1","259","95"
202223,"Academic year","National","E92000001","England","Revised","Converter academies","GCSE","Ancient History","Total","Total","Total","9 to 1","445","94"
202223,"Academic year","National","E92000001","England","Revised","Free schools","GCSE","Ancient History","Boys","Total","Total","9 to 1","17","77"
202223,"Academic year","National","E92000001","England","Revised","Free schools","GCSE","Ancient History","Girls","Total","Total","9 to 1","8","89"
202223,"Academic year","National","E92000001","England","Revised","Free schools","GCSE","Ancient History","Total","Total","Total","9 to 1","25","81"
202223,"Academic year","National","E92000001","England","Revised","Independent schools","GCSE","Ancient History","Boys","Total","Total","9 to 1","193","100"
202223,"Academic year","National","E92000001","England","Revised","Independent schools","GCSE","Ancient History","Girls","Total","Total","9 to 1","48","100"
