"time_period","time_identifier","geographic_level","country_code","country_name","version","establishment_type","qualification_type","subject","gender","admission_type","religious_denomination","grade","number_achieving","percentage_achieving"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Boys","Total","Church of England","9 to 4","56","48"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Girls","Total","Church of England","9 to 4","92","74"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Total","Total","Church of England","9 to 4","148","61"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Boys","Total","Jewish","9 to 4","4","100"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Girls","Total","Jewish","9 to 4","7","88"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Total","Total","Jewish","9 to 4","11","92"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Boys","Total","No religious character","9 to 4","1289","56"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Girls","Total","No religious character","9 to 4","1579","71"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Total","Total","No religious character","9 to 4","2868","64"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Boys","Total","Other Christian faith","9 to 4","10","56"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Girls","Total","Other Christian faith","9 to 4","2","67"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Total","Total","Other Christian faith","9 to 4","12","57"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Boys","Total","Roman catholic","9 to 4","66","61"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Girls","Total","Roman catholic","9 to 4","72","74"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Total","Total","Roman catholic","9 to 4","138","67"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Boys","Total","Total","9 to 4","1425","56"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Girls","Total","Total","9 to 4","1752","71"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Total","Total","Total","9 to 4","3177","64"
202223,"Academic year","National","E92000001","England","Revised","Studio schools","GCSE","Film Studies","Boys","Total","Total","9 to 4","12","46"
202223,"Academic year","National","E92000001","England","Revised","Studio schools","GCSE","Film Studies","Girls","Total","Total","9 to 4","13","65"
202223,"Academic year","National","E92000001","England","Revised","Studio schools","GCSE","Film Studies","Total","Total","Total","9 to 4","25","54"
202223,"Academic year","National","E92000001","England","Revised","University technical colleges (UTCs)","GCSE","Film Studies","Boys","Total","Total","9 to 4","19","76"
202223,"Academic year","National","E92000001","England","Revised","University technical colleges (UTCs)","GCSE","Film Studies","Girls","Total","Total","9 to 4","16","57"
202223,"Academic year","National","E92000001","England","Revised","University technical colleges (UTCs)","GCSE","Film Studies","Total","Total","Total","9 to 4","35","66"
202223,"Academic year","National","E92000001","England","Revised","Academies and free schools","GCSE","Film Studies","Boys","Total","Total","9 to 5","777","41"
202223,"Academic year","National","E92000001","England","Revised","Academies and free schools","GCSE","Film Studies","Girls","Total","Total","9 to 5","1085","58"
202223,"Academic year","National","E92000001","England","Revised","Academies and free schools","GCSE","Film Studies","Total","Total","Total","9 to 5","1862","49"
202223,"Academic year","National","E92000001","England","Revised","All independent schools","GCSE","Film Studies","Boys","Total","Total","9 to 5","55","70"
202223,"Academic year","National","E92000001","England","Revised","All independent schools","GCSE","Film Studies","Girls","Total","Total","9 to 5","51","82"
202223,"Academic year","National","E92000001","England","Revised","All independent schools","GCSE","Film Studies","Total","Total","Total","9 to 5","106","75"
202223,"Academic year","National","E92000001","England","Revised","All schools","GCSE","Film Studies","Boys","Total","Total","9 to 5","1127","43"
202223,"Academic year","National","E92000001","England","Revised","All schools","GCSE","Film Studies","Girls","Total","Total","9 to 5","1507","60"
202223,"Academic year","National","E92000001","England","Revised","All schools","GCSE","Film Studies","Total","Total","Total","9 to 5","2634","51"
202223,"Academic year","National","E92000001","England","Revised","All special schools","GCSE","Film Studies","Boys","Total","Total","9 to 5","10","56"
202223,"Academic year","National","E92000001","England","Revised","All special schools","GCSE","Film Studies","Girls","Total","Total","9 to 5","5","63"
202223,"Academic year","National","E92000001","England","Revised","All special schools","GCSE","Film Studies","Total","Total","Total","9 to 5","15","58"
202223,"Academic year","National","E92000001","England","Revised","All state-funded","GCSE","Film Studies","Boys","Total","Total","9 to 5","1067","42"
202223,"Academic year","National","E92000001","England","Revised","All state-funded","GCSE","Film Studies","Girls","Total","Total","9 to 5","1452","59"
202223,"Academic year","National","E92000001","England","Revised","All state-funded","GCSE","Film Studies","Total","Total","Total","9 to 5","2519","50"
202223,"Academic year","National","E92000001","England","Revised","All state-funded special schools","GCSE","Film Studies","Boys","Total","Total","9 to 5","0","0"
202223,"Academic year","National","E92000001","England","Revised","All state-funded special schools","GCSE","Film Studies","Girls","Total","Total","9 to 5","0","0"
202223,"Academic year","National","E92000001","England","Revised","All state-funded special schools","GCSE","Film Studies","Total","Total","Total","9 to 5","0","0"
202223,"Academic year","National","E92000001","England","Revised","Converter academies","GCSE","Film Studies","Boys","Total","Total","9 to 5","596","45"
202223,"Academic year","National","E92000001","England","Revised","Converter academies","GCSE","Film Studies","Girls","Total","Total","9 to 5","850","62"
202223,"Academic year","National","E92000001","England","Revised","Converter academies","GCSE","Film Studies","Total","Total","Total","9 to 5","1446","54"
202223,"Academic year","National","E92000001","England","Revised","Free schools","GCSE","Film Studies","Boys","Total","Total","9 to 5","8","18"
202223,"Academic year","National","E92000001","England","Revised","Free schools","GCSE","Film Studies","Girls","Total","Total","9 to 5","11","37"
202223,"Academic year","National","E92000001","England","Revised","Free schools","GCSE","Film Studies","Total","Total","Total","9 to 5","19","26"
202223,"Academic year","National","E92000001","England","Revised","Independent schools","GCSE","Film Studies","Boys","Total","Total","9 to 5","45","73"
202223,"Academic year","National","E92000001","England","Revised","Independent schools","GCSE","Film Studies","Girls","Total","Total","9 to 5","46","84"
202223,"Academic year","National","E92000001","England","Revised","Independent schools","GCSE","Film Studies","Total","Total","Total","9 to 5","91","78"
202223,"Academic year","National","E92000001","England","Revised","Independent special schools","GCSE","Film Studies","Boys","Total","Total","9 to 5","10","59"
202223,"Academic year","National","E92000001","England","Revised","Independent special schools","GCSE","Film Studies","Girls","Total","Total","9 to 5","5","71"
202223,"Academic year","National","E92000001","England","Revised","Independent special schools","GCSE","Film Studies","Total","Total","Total","9 to 5","15","63"
202223,"Academic year","National","E92000001","England","Revised","Sponsored academies","GCSE","Film Studies","Boys","Total","Total","9 to 5","154","32"
202223,"Academic year","National","E92000001","England","Revised","Sponsored academies","GCSE","Film Studies","Girls","Total","Total","9 to 5","199","48"
202223,"Academic year","National","E92000001","England","Revised","Sponsored academies","GCSE","Film Studies","Total","Total","Total","9 to 5","353","39"
202223,"Academic year","National","E92000001","England","Revised","State-funded inc hosp, PRU & AP","GCSE","Film Studies","Boys","Total","Total","9 to 5","1071","42"
202223,"Academic year","National","E92000001","England","Revised","State-funded inc hosp, PRU & AP","GCSE","Film Studies","Girls","Total","Total","9 to 5","1454","59"
202223,"Academic year","National","E92000001","England","Revised","State-funded inc hosp, PRU & AP","GCSE","Film Studies","Total","Total","Total","9 to 5","2525","50"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Boys","non-selective schools in highly selective areas","Total","9 to 5","43","31"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Girls","non-selective schools in highly selective areas","Total","9 to 5","50","46"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Total","non-selective schools in highly selective areas","Total","9 to 5","93","38"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Boys","non-selective schools in other areas","Total","9 to 5","973","42"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Girls","non-selective schools in other areas","Total","9 to 5","1373","59"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Total","non-selective schools in other areas","Total","9 to 5","2346","50"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Boys","selective schools","Total","9 to 5","51","81"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Girls","selective schools","Total","9 to 5","29","100"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Total","selective schools","Total","9 to 5","80","87"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Boys","Total","Church of England","9 to 5","40","34"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Girls","Total","Church of England","9 to 5","70","56"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Total","Total","Church of England","9 to 5","110","46"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Boys","Total","Jewish","9 to 5","4","100"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Girls","Total","Jewish","9 to 5","7","88"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Total","Total","Jewish","9 to 5","11","92"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Boys","Total","No religious character","9 to 5","969","42"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Girls","Total","No religious character","9 to 5","1309","59"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Total","Total","No religious character","9 to 5","2278","50"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Boys","Total","Other Christian faith","9 to 5","5","28"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Girls","Total","Other Christian faith","9 to 5","1","33"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Total","Total","Other Christian faith","9 to 5","6","29"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Boys","Total","Roman catholic","9 to 5","49","45"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Girls","Total","Roman catholic","9 to 5","65","67"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Total","Total","Roman catholic","9 to 5","114","55"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Boys","Total","Total","9 to 5","1067","42"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Girls","Total","Total","9 to 5","1452","59"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Total","Total","Total","9 to 5","2519","50"
202223,"Academic year","National","E92000001","England","Revised","Studio schools","GCSE","Film Studies","Boys","Total","Total","9 to 5","4","15"
202223,"Academic year","National","E92000001","England","Revised","Studio schools","GCSE","Film Studies","Girls","Total","Total","9 to 5","12","60"
202223,"Academic year","National","E92000001","England","Revised","Studio schools","GCSE","Film Studies","Total","Total","Total","9 to 5","16","35"
202223,"Academic year","National","E92000001","England","Revised","University technical colleges (UTCs)","GCSE","Film Studies","Boys","Total","Total","9 to 5","15","60"
202223,"Academic year","National","E92000001","England","Revised","University technical colleges (UTCs)","GCSE","Film Studies","Girls","Total","Total","9 to 5","13","46"
202223,"Academic year","National","E92000001","England","Revised","University technical colleges (UTCs)","GCSE","Film Studies","Total","Total","Total","9 to 5","28","53"
202223,"Academic year","National","E92000001","England","Revised","Academies and free schools","GCSE","Film Studies","Boys","Total","Total","Total pupil entries","1897","z"
202223,"Academic year","National","E92000001","England","Revised","Academies and free schools","GCSE","Film Studies","Girls","Total","Total","Total pupil entries","1873","z"
202223,"Academic year","National","E92000001","England","Revised","Academies and free schools","GCSE","Film Studies","Total","Total","Total","Total pupil entries","3770","z"
202223,"Academic year","National","E92000001","England","Revised","All independent schools","GCSE","Film Studies","Boys","Total","Total","Total pupil entries","79","z"
202223,"Academic year","National","E92000001","England","Revised","All independent schools","GCSE","Film Studies","Girls","Total","Total","Total pupil entries","62","z"
202223,"Academic year","National","E92000001","England","Revised","All independent schools","GCSE","Film Studies","Total","Total","Total","Total pupil entries","141","z"
202223,"Academic year","National","E92000001","England","Revised","All schools","GCSE","Film Studies","Boys","Total","Total","Total pupil entries","2629","z"
202223,"Academic year","National","E92000001","England","Revised","All schools","GCSE","Film Studies","Girls","Total","Total","Total pupil entries","2532","z"
202223,"Academic year","National","E92000001","England","Revised","All schools","GCSE","Film Studies","Total","Total","Total","Total pupil entries","5161","z"
202223,"Academic year","National","E92000001","England","Revised","All special schools","GCSE","Film Studies","Boys","Total","Total","Total pupil entries","18","z"
202223,"Academic year","National","E92000001","England","Revised","All special schools","GCSE","Film Studies","Girls","Total","Total","Total pupil entries","8","z"
202223,"Academic year","National","E92000001","England","Revised","All special schools","GCSE","Film Studies","Total","Total","Total","Total pupil entries","26","z"
202223,"Academic year","National","E92000001","England","Revised","All state-funded","GCSE","Film Studies","Boys","Total","Total","Total pupil entries","2535","z"
202223,"Academic year","National","E92000001","England","Revised","All state-funded","GCSE","Film Studies","Girls","Total","Total","Total pupil entries","2463","z"
202223,"Academic year","National","E92000001","England","Revised","All state-funded","GCSE","Film Studies","Total","Total","Total","Total pupil entries","4998","z"
202223,"Academic year","National","E92000001","England","Revised","All state-funded special schools","GCSE","Film Studies","Boys","Total","Total","Total pupil entries","1","z"
202223,"Academic year","National","E92000001","England","Revised","All state-funded special schools","GCSE","Film Studies","Girls","Total","Total","Total pupil entries","1","z"
202223,"Academic year","National","E92000001","England","Revised","All state-funded special schools","GCSE","Film Studies","Total","Total","Total","Total pupil entries","2","z"
202223,"Academic year","National","E92000001","England","Revised","Converter academies","GCSE","Film Studies","Boys","Total","Total","Total pupil entries","1314","z"
202223,"Academic year","National","E92000001","England","Revised","Converter academies","GCSE","Film Studies","Girls","Total","Total","Total pupil entries","1377","z"
202223,"Academic year","National","E92000001","England","Revised","Converter academies","GCSE","Film Studies","Total","Total","Total","Total pupil entries","2691","z"
202223,"Academic year","National","E92000001","England","Revised","Free schools","GCSE","Film Studies","Boys","Total","Total","Total pupil entries","44","z"
202223,"Academic year","National","E92000001","England","Revised","Free schools","GCSE","Film Studies","Girls","Total","Total","Total pupil entries","30","z"
202223,"Academic year","National","E92000001","England","Revised","Free schools","GCSE","Film Studies","Total","Total","Total","Total pupil entries","74","z"
202223,"Academic year","National","E92000001","England","Revised","Independent schools","GCSE","Film Studies","Boys","Total","Total","Total pupil entries","62","z"
202223,"Academic year","National","E92000001","England","Revised","Independent schools","GCSE","Film Studies","Girls","Total","Total","Total pupil entries","55","z"
202223,"Academic year","National","E92000001","England","Revised","Independent schools","GCSE","Film Studies","Total","Total","Total","Total pupil entries","117","z"
202223,"Academic year","National","E92000001","England","Revised","Independent special schools","GCSE","Film Studies","Boys","Total","Total","Total pupil entries","17","z"
202223,"Academic year","National","E92000001","England","Revised","Independent special schools","GCSE","Film Studies","Girls","Total","Total","Total pupil entries","7","z"
202223,"Academic year","National","E92000001","England","Revised","Independent special schools","GCSE","Film Studies","Total","Total","Total","Total pupil entries","24","z"
202223,"Academic year","National","E92000001","England","Revised","Sponsored academies","GCSE","Film Studies","Boys","Total","Total","Total pupil entries","488","z"
202223,"Academic year","National","E92000001","England","Revised","Sponsored academies","GCSE","Film Studies","Girls","Total","Total","Total pupil entries","418","z"
202223,"Academic year","National","E92000001","England","Revised","Sponsored academies","GCSE","Film Studies","Total","Total","Total","Total pupil entries","906","z"
202223,"Academic year","National","E92000001","England","Revised","State-funded inc hosp, PRU & AP","GCSE","Film Studies","Boys","Total","Total","Total pupil entries","2549","z"
202223,"Academic year","National","E92000001","England","Revised","State-funded inc hosp, PRU & AP","GCSE","Film Studies","Girls","Total","Total","Total pupil entries","2467","z"
202223,"Academic year","National","E92000001","England","Revised","State-funded inc hosp, PRU & AP","GCSE","Film Studies","Total","Total","Total","Total pupil entries","5016","z"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Boys","non-selective schools in highly selective areas","Total","Total pupil entries","139","z"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Girls","non-selective schools in highly selective areas","Total","Total pupil entries","108","z"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Total","non-selective schools in highly selective areas","Total","Total pupil entries","247","z"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Boys","non-selective schools in other areas","Total","Total pupil entries","2332","z"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Girls","non-selective schools in other areas","Total","Total pupil entries","2325","z"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Total","non-selective schools in other areas","Total","Total pupil entries","4657","z"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Boys","selective schools","Total","Total pupil entries","63","z"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Girls","selective schools","Total","Total pupil entries","29","z"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Total","selective schools","Total","Total pupil entries","92","z"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Boys","Total","Church of England","Total pupil entries","116","z"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Girls","Total","Church of England","Total pupil entries","125","z"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Total","Total","Church of England","Total pupil entries","241","z"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Boys","Total","Jewish","Total pupil entries","4","z"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Girls","Total","Jewish","Total pupil entries","8","z"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Total","Total","Jewish","Total pupil entries","12","z"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Boys","Total","No religious character","Total pupil entries","2287","z"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Girls","Total","No religious character","Total pupil entries","2229","z"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Total","Total","No religious character","Total pupil entries","4516","z"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Boys","Total","Other Christian faith","Total pupil entries","18","z"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Girls","Total","Other Christian faith","Total pupil entries","3","z"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Total","Total","Other Christian faith","Total pupil entries","21","z"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Boys","Total","Roman catholic","Total pupil entries","109","z"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Girls","Total","Roman catholic","Total pupil entries","97","z"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Total","Total","Roman catholic","Total pupil entries","206","z"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Boys","Total","Total","Total pupil entries","2534","z"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Girls","Total","Total","Total pupil entries","2462","z"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Film Studies","Total","Total","Total","Total pupil entries","4996","z"
202223,"Academic year","National","E92000001","England","Revised","Studio schools","GCSE","Film Studies","Boys","Total","Total","Total pupil entries","26","z"
202223,"Academic year","National","E92000001","England","Revised","Studio schools","GCSE","Film Studies","Girls","Total","Total","Total pupil entries","20","z"
202223,"Academic year","National","E92000001","England","Revised","Studio schools","GCSE","Film Studies","Total","Total","Total","Total pupil entries","46","z"
202223,"Academic year","National","E92000001","England","Revised","University technical colleges (UTCs)","GCSE","Film Studies","Boys","Total","Total","Total pupil entries","25","z"
202223,"Academic year","National","E92000001","England","Revised","University technical colleges (UTCs)","GCSE","Film Studies","Girls","Total","Total","Total pupil entries","28","z"
202223,"Academic year","National","E92000001","England","Revised","University technical colleges (UTCs)","GCSE","Film Studies","Total","Total","Total","Total pupil entries","53","z"
202223,"Academic year","National","E92000001","England","Revised","Academies and free schools","GCSE","Food Preparation & Nutrition","Boys","Total","Total","9 to 1","15928","98"
202223,"Academic year","National","E92000001","England","Revised","Academies and free schools","GCSE","Food Preparation & Nutrition","Girls","Total","Total","9 to 1","22269","99"
202223,"Academic year","National","E92000001","England","Revised","Academies and free schools","GCSE","Food Preparation & Nutrition","Total","Total","Total","9 to 1","38197","98"
202223,"Academic year","National","E92000001","England","Revised","All independent schools","GCSE","Food Preparation & Nutrition","Boys","Total","Total","9 to 1","874","98"
202223,"Academic year","National","E92000001","England","Revised","All independent schools","GCSE","Food Preparation & Nutrition","Girls","Total","Total","9 to 1","1944","100"
202223,"Academic year","National","E92000001","England","Revised","All independent schools","GCSE","Food Preparation & Nutrition","Total","Total","Total","9 to 1","2818","99"
202223,"Academic year","National","E92000001","England","Revised","All schools","GCSE","Food Preparation & Nutrition","Boys","Total","Total","9 to 1","21516","98"
202223,"Academic year","National","E92000001","England","Revised","All schools","GCSE","Food Preparation & Nutrition","Girls","Total","Total","9 to 1","30684","99"
202223,"Academic year","National","E92000001","England","Revised","All schools","GCSE","Food Preparation & Nutrition","Total","Total","Total","9 to 1","52200","98"
202223,"Academic year","National","E92000001","England","Revised","All special schools","GCSE","Food Preparation & Nutrition","Boys","Total","Total","9 to 1","189","93"
202223,"Academic year","National","E92000001","England","Revised","All special schools","GCSE","Food Preparation & Nutrition","Girls","Total","Total","9 to 1","63","91"
202223,"Academic year","National","E92000001","England","Revised","All special schools","GCSE","Food Preparation & Nutrition","Total","Total","Total","9 to 1","252","93"
202223,"Academic year","National","E92000001","England","Revised","All state-funded","GCSE","Food Preparation & Nutrition","Boys","Total","Total","9 to 1","20576","98"
202223,"Academic year","National","E92000001","England","Revised","All state-funded","GCSE","Food Preparation & Nutrition","Girls","Total","Total","9 to 1","28694","99"
202223,"Academic year","National","E92000001","England","Revised","All state-funded","GCSE","Food Preparation & Nutrition","Total","Total","Total","9 to 1","49270","98"
202223,"Academic year","National","E92000001","England","Revised","All state-funded special schools","GCSE","Food Preparation & Nutrition","Boys","Total","Total","9 to 1","142","97"
202223,"Academic year","National","E92000001","England","Revised","All state-funded special schools","GCSE","Food Preparation & Nutrition","Girls","Total","Total","9 to 1","30","100"
202223,"Academic year","National","E92000001","England","Revised","All state-funded special schools","GCSE","Food Preparation & Nutrition","Total","Total","Total","9 to 1","172","97"
202223,"Academic year","National","E92000001","England","Revised","Converter academies","GCSE","Food Preparation & Nutrition","Boys","Total","Total","9 to 1","11919","98"
202223,"Academic year","National","E92000001","England","Revised","Converter academies","GCSE","Food Preparation & Nutrition","Girls","Total","Total","9 to 1","17239","99"
202223,"Academic year","National","E92000001","England","Revised","Converter academies","GCSE","Food Preparation & Nutrition","Total","Total","Total","9 to 1","29158","99"
202223,"Academic year","National","E92000001","England","Revised","FE 14-16 colleges","GCSE","Food Preparation & Nutrition","Boys","Total","Total","9 to 1","1","50"
202223,"Academic year","National","E92000001","England","Revised","FE 14-16 colleges","GCSE","Food Preparation & Nutrition","Total","Total","Total","9 to 1","1","50"
202223,"Academic year","National","E92000001","England","Revised","Free schools","GCSE","Food Preparation & Nutrition","Boys","Total","Total","9 to 1","622","97"
202223,"Academic year","National","E92000001","England","Revised","Free schools","GCSE","Food Preparation & Nutrition","Girls","Total","Total","9 to 1","757","99"
202223,"Academic year","National","E92000001","England","Revised","Free schools","GCSE","Food Preparation & Nutrition","Total","Total","Total","9 to 1","1379","98"
202223,"Academic year","National","E92000001","England","Revised","Independent schools","GCSE","Food Preparation & Nutrition","Boys","Total","Total","9 to 1","827","99"
202223,"Academic year","National","E92000001","England","Revised","Independent schools","GCSE","Food Preparation & Nutrition","Girls","Total","Total","9 to 1","1911","100"
202223,"Academic year","National","E92000001","England","Revised","Independent schools","GCSE","Food Preparation & Nutrition","Total","Total","Total","9 to 1","2738","100"
202223,"Academic year","National","E92000001","England","Revised","Independent special schools","GCSE","Food Preparation & Nutrition","Boys","Total","Total","9 to 1","42","84"
202223,"Academic year","National","E92000001","England","Revised","Independent special schools","GCSE","Food Preparation & Nutrition","Girls","Total","Total","9 to 1","30","83"
202223,"Academic year","National","E92000001","England","Revised","Independent special schools","GCSE","Food Preparation & Nutrition","Total","Total","Total","9 to 1","72","84"
202223,"Academic year","National","E92000001","England","Revised","Non-maintained special schools","GCSE","Food Preparation & Nutrition","Boys","Total","Total","9 to 1","5","83"
202223,"Academic year","National","E92000001","England","Revised","Non-maintained special schools","GCSE","Food Preparation & Nutrition","Girls","Total","Total","9 to 1","3","100"
202223,"Academic year","National","E92000001","England","Revised","Non-maintained special schools","GCSE","Food Preparation & Nutrition","Total","Total","Total","9 to 1","8","89"
202223,"Academic year","National","E92000001","England","Revised","Sponsored academies","GCSE","Food Preparation & Nutrition","Boys","Total","Total","9 to 1","3378","96"
202223,"Academic year","National","E92000001","England","Revised","Sponsored academies","GCSE","Food Preparation & Nutrition","Girls","Total","Total","9 to 1","4258","98"
202223,"Academic year","National","E92000001","England","Revised","Sponsored academies","GCSE","Food Preparation & Nutrition","Total","Total","Total","9 to 1","7636","97"
202223,"Academic year","National","E92000001","England","Revised","State-funded inc hosp, PRU & AP","GCSE","Food Preparation & Nutrition","Boys","Total","Total","9 to 1","20629","98"
202223,"Academic year","National","E92000001","England","Revised","State-funded inc hosp, PRU & AP","GCSE","Food Preparation & Nutrition","Girls","Total","Total","9 to 1","28727","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded inc hosp, PRU & AP","GCSE","Food Preparation & Nutrition","Total","Total","Total","9 to 1","49356","98"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Food Preparation & Nutrition","Boys","non-selective schools in highly selective areas","Total","9 to 1","1348","98"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Food Preparation & Nutrition","Girls","non-selective schools in highly selective areas","Total","9 to 1","1831","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Food Preparation & Nutrition","Total","non-selective schools in highly selective areas","Total","9 to 1","3179","98"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Food Preparation & Nutrition","Boys","non-selective schools in other areas","Total","9 to 1","18396","98"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Food Preparation & Nutrition","Girls","non-selective schools in other areas","Total","9 to 1","25269","99"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Food Preparation & Nutrition","Total","non-selective schools in other areas","Total","9 to 1","43665","98"
202223,"Academic year","National","E92000001","England","Revised","State-funded mainstream","GCSE","Food Preparation & Nutrition","Boys","selective schools","Total","9 to 1","689","100"
